Advocate_ID,Full_Name,Bar_Council_Enrollment_Number,City,State,Primary_Court_Level,Court_Name,Specialization,Years_of_Experience,Total_Cases_Handled,Cases_Won,Cases_Lost,Recent_Indian_Case_Type,Average_Case_Duration_Months,Client_Rating_Out_of_5
INDADV08913,Pranay Virk,IN5889/2064,Durgapur,Tamil Nadu,District Court,District Court Cuttack,Labour Law,2,1037,315,722,IPC Section 302 - Murder,15,4.3
INDADV08914,Kartik Buch,IN7811/2034,Raebareli,Tamil Nadu,Supreme Court of India,Supreme Court of India,Environmental Law,3,1383,714,669,Public Interest Litigation,20,3.3
INDADV08915,Tejas Zacharia,IN8668/2060,Bardhaman,West Bengal,High Court,Calcutta High Court,Family Law,20,265,10,255,Public Interest Litigation,35,3.0
INDADV08916,Yakshit Bhalla,IN6363/2082,Chandigarh,Kerala,High Court,Kerala High Court,Intellectual Property Law,32,1459,989,470,Land Acquisition Dispute,10,4.4
INDADV08917,Sara Chokshi,IN5738/2049,Davanagere,Haryana,District Court,District Court Moradabad,Tax Law,7,751,678,73,Cyber Fraud Case,17,4.7
INDADV08918,Siya Srivastava,IN0728/2084,Ramgarh,Haryana,District Court,District Court Ballia,Criminal Law,23,288,214,74,IPC Section 420 - Cheating,37,4.7
INDADV08919,Hiran Ravi,IN3343/2060,Bhilwara,West Bengal,High Court,Calcutta High Court,Intellectual Property Law,10,1110,78,1032,Land Acquisition Dispute,13,4.2
INDADV08920,Charvi Rastogi,IN2041/2068,Amravati,Delhi,High Court,Delhi High Court,Civil Law,18,1157,656,501,Dowry Prohibition Case,34,4.0
INDADV08921,Yuvaan Krishnan,IN9307/2060,Bally,Madhya Pradesh,District Court,District Court Amroha,Intellectual Property Law,13,1032,988,44,Dowry Prohibition Case,14,3.5
INDADV08922,Siya Din,IN0282/2096,Mangalore,Karnataka,District Court,District Court Eluru,Criminal Law,38,1396,1082,314,IPC Section 302 - Murder,16,4.7
INDADV08923,Tushar Khosla,IN6505/2007,Eluru,Gujarat,District Court,District Court Bellary,Environmental Law,30,372,198,174,Divorce Petition,19,3.6
INDADV08924,Reyansh Bhatti,IN1718/2029,Nizamabad,Madhya Pradesh,District Court,District Court Udupi,Corporate Law,23,516,251,265,Cyber Fraud Case,30,4.1
INDADV08925,Jayant Jha,IN6327/2047,Navi Mumbai,Punjab,High Court,Punjab and Haryana High Court,Environmental Law,13,727,133,594,Public Interest Litigation,30,4.2
INDADV08926,Vidur Contractor,IN6404/2001,Hospet,West Bengal,District Court,District Court Surat,Tax Law,16,598,140,458,GST Tax Dispute,43,3.1
INDADV08927,Hazel Bath,IN8638/2052,Buxar,Bihar,District Court,District Court Ramgarh,Civil Law,14,1431,1309,122,IPC Section 420 - Cheating,45,4.7
INDADV08928,Anay Kala,IN7165/2086,Berhampur,West Bengal,High Court,Calcutta High Court,Cyber Law,34,1411,804,607,Public Interest Litigation,10,4.1
INDADV08929,Khushi Sen,IN5384/2056,Srikakulam,Gujarat,High Court,Gujarat High Court,Tax Law,28,634,202,432,Cheque Bounce Case (NI Act 138),26,4.6
INDADV08930,Nitara Saxena,IN0109/2068,Ghaziabad,Gujarat,District Court,District Court Jalandhar,Family Law,20,1354,22,1332,Cyber Fraud Case,22,3.3
INDADV08931,Shalv Uppal,IN9372/2093,Ozhukarai,Kerala,Supreme Court of India,Supreme Court of India,Constitutional Law,5,1028,316,712,IPC Section 420 - Cheating,30,3.7
INDADV08932,Nirvaan Kade,IN7036/2092,Ramagundam,Uttar Pradesh,District Court,District Court Bahraich,Criminal Law,33,715,79,636,Cyber Fraud Case,7,3.8
INDADV08933,Amani Sarna,IN1687/2051,Bhalswa Jahangir Pur,Rajasthan,District Court,District Court Gangtok,Labour Law,5,757,613,144,IPC Section 302 - Murder,38,3.8
INDADV08934,Ojas Mand,IN1244/2080,Surendranagar Dudhrej,Telangana,District Court,District Court Ballia,Civil Law,12,1222,1117,105,Consumer Protection Case,8,4.6
INDADV08935,Farhan Raman,IN6488/2012,Ichalkaranji,Madhya Pradesh,Supreme Court of India,Supreme Court of India,Corporate Law,40,734,524,210,GST Tax Dispute,26,4.0
INDADV08936,Devansh Sharma,IN7523/2062,Kolkata,Maharashtra,Supreme Court of India,Supreme Court of India,Civil Law,1,815,468,347,Writ Petition (Article 226),23,4.3
INDADV08937,Anvi Bajaj,IN0857/2012,Jammu,Bihar,Supreme Court of India,Supreme Court of India,Intellectual Property Law,37,424,71,353,Public Interest Litigation,40,3.2
INDADV08938,Taimur Chaudhuri,IN9680/2031,Mau,Telangana,District Court,District Court Thanjavur,Constitutional Law,40,1005,475,530,Divorce Petition,18,4.1
INDADV08939,Kiara Borah,IN9279/2089,Ajmer,Madhya Pradesh,District Court,District Court Rajahmundry,Tax Law,37,600,413,187,Cyber Fraud Case,35,3.3
INDADV08940,Aarav Loke,IN4361/2023,Chandigarh,Uttar Pradesh,District Court,District Court Vellore,Cyber Law,6,1456,1262,194,IPC Section 420 - Cheating,44,3.6
INDADV08941,Jayant Gola,IN2947/2083,Rajpur Sonarpur,West Bengal,High Court,Calcutta High Court,Cyber Law,15,441,437,4,Writ Petition (Article 226),33,4.5
INDADV08942,Ira Wali,IN1144/2080,Satna,Tamil Nadu,High Court,Madras High Court,Intellectual Property Law,26,992,526,466,Property Partition Suit,33,3.9
INDADV08943,Mishti Kalla,IN5228/2022,Bhopal,Gujarat,District Court,District Court Mumbai,Civil Law,28,812,154,658,Writ Petition (Article 226),37,4.3
INDADV08944,Mehul Issac,IN8292/2045,Gaya,Rajasthan,District Court,District Court Arrah,Cyber Law,7,1316,1127,189,Cyber Fraud Case,36,4.8
INDADV08945,Dhanuk Hans,IN5909/2084,Gopalpur,Bihar,High Court,Patna High Court,Corporate Law,33,526,194,332,Land Acquisition Dispute,27,3.5
INDADV08946,Nirvaan Varkey,IN2129/2034,Bidar,Delhi,District Court,District Court Karawal Nagar,Corporate Law,23,682,51,631,Cyber Fraud Case,27,3.4
INDADV08947,Tiya Anne,IN4842/2069,Ahmednagar,Telangana,District Court,District Court Hajipur,Criminal Law,10,537,468,69,Cyber Fraud Case,21,4.9
INDADV08948,Kartik Ratti,IN1014/2016,Patna,Uttar Pradesh,Supreme Court of India,Supreme Court of India,Family Law,6,785,373,412,Writ Petition (Article 226),8,4.7
INDADV08949,Hrishita Konda,IN3208/2094,Gandhidham,Tamil Nadu,High Court,Madras High Court,Corporate Law,4,211,184,27,Consumer Protection Case,13,4.0
INDADV08950,Reyansh Sani,IN4298/2099,Asansol,Punjab,District Court,District Court Berhampur,Criminal Law,23,1415,559,856,Cyber Fraud Case,48,4.2
INDADV08951,Suhana Verma,IN9666/2060,Udaipur,Punjab,District Court,District Court Nagaon,Tax Law,36,383,361,22,IPC Section 302 - Murder,23,3.6
INDADV08952,Lakshay Manda,IN9307/2061,Bhilwara,Kerala,District Court,District Court Surat,Labour Law,11,358,109,249,Cheque Bounce Case (NI Act 138),37,4.6
INDADV08953,Emir Gole,IN6236/2028,Tezpur,Kerala,High Court,Kerala High Court,Criminal Law,38,294,67,227,Divorce Petition,18,4.8
INDADV08954,Neelofar Karan,IN2879/2057,Noida,Punjab,High Court,Punjab and Haryana High Court,Civil Law,34,527,108,419,IPC Section 302 - Murder,35,4.8
INDADV08955,Ishita Bail,IN5436/2068,Jammu,Punjab,High Court,Punjab and Haryana High Court,Tax Law,18,605,338,267,Cheque Bounce Case (NI Act 138),18,3.6
INDADV08956,Vedika Bhattacharyya,IN1766/2046,Vijayanagaram,West Bengal,High Court,Calcutta High Court,Environmental Law,2,1155,844,311,Divorce Petition,41,3.2
INDADV08957,Riya Bajwa,IN9259/2044,Dehri,Kerala,High Court,Kerala High Court,Intellectual Property Law,22,1063,300,763,Cheque Bounce Case (NI Act 138),21,4.9
INDADV08958,Damini Dugal,IN6970/2050,Rohtak,Delhi,High Court,Delhi High Court,Criminal Law,10,227,177,50,IPC Section 302 - Murder,25,3.5
INDADV08959,Taran Sehgal,IN4044/2017,Silchar,Rajasthan,High Court,Rajasthan High Court,Intellectual Property Law,10,465,194,271,Property Partition Suit,27,3.9
INDADV08960,Akarsh Sarna,IN3263/2005,Hajipur,West Bengal,High Court,Calcutta High Court,Intellectual Property Law,8,1105,770,335,Writ Petition (Article 226),31,4.3
INDADV08961,Adah Verma,IN2604/2050,Hajipur,Telangana,District Court,District Court Karimnagar,Family Law,15,552,290,262,Cyber Fraud Case,7,3.9
INDADV08962,Manjari Tella,IN4395/2090,Bokaro,Rajasthan,High Court,Rajasthan High Court,Labour Law,9,154,61,93,GST Tax Dispute,48,4.5
INDADV08963,Stuvan Kale,IN7380/2008,Hosur,Uttar Pradesh,High Court,Allahabad High Court,Environmental Law,21,190,12,178,Cheque Bounce Case (NI Act 138),7,3.3
INDADV08964,Shalv Mane,IN6819/2002,Tirunelveli,Telangana,High Court,Telangana High Court,Labour Law,4,1049,872,177,Property Partition Suit,28,3.2
INDADV08965,Shaan Mangat,IN6416/2005,Bhilwara,Delhi,District Court,District Court Dewas,Labour Law,40,402,375,27,GST Tax Dispute,40,4.1
INDADV08966,Ivana Singh,IN4018/2035,Asansol,Kerala,High Court,Kerala High Court,Corporate Law,37,567,70,497,Consumer Protection Case,35,4.5
INDADV08967,Jivika Chada,IN3362/2049,Saharanpur,Delhi,High Court,Delhi High Court,Constitutional Law,22,490,475,15,Cheque Bounce Case (NI Act 138),14,4.8
INDADV08968,Chirag Bora,IN2922/2062,Jhansi,Uttar Pradesh,District Court,District Court Ajmer,Cyber Law,31,559,293,266,Cyber Fraud Case,27,4.1
INDADV08969,Bhamini Saha,IN7632/2017,Gandhinagar,Karnataka,Supreme Court of India,Supreme Court of India,Criminal Law,32,366,48,318,Cyber Fraud Case,37,3.3
INDADV08970,Siya Basu,IN4642/2012,Parbhani,Maharashtra,District Court,District Court Singrauli,Environmental Law,34,453,116,337,Dowry Prohibition Case,20,3.2
INDADV08971,Sara Sagar,IN0816/2002,Raichur,Punjab,District Court,District Court Tenali,Labour Law,24,1179,526,653,Cheque Bounce Case (NI Act 138),7,3.1
INDADV08972,Mishti Kadakia,IN7708/2046,Kulti,Tamil Nadu,District Court,District Court Howrah,Tax Law,25,232,214,18,Divorce Petition,38,3.4
INDADV08973,Parinaaz Wali,IN9106/2013,Panvel,Karnataka,District Court,District Court Kishanganj,Criminal Law,19,1131,372,759,Consumer Protection Case,22,3.6
INDADV08974,Abram Chaudhuri,IN0074/2011,Pallavaram,Uttar Pradesh,High Court,Allahabad High Court,Environmental Law,14,493,368,125,Cheque Bounce Case (NI Act 138),24,4.3
INDADV08975,Jivika Bhasin,IN7879/2061,Bongaigaon,Haryana,District Court,District Court Udaipur,Environmental Law,31,704,477,227,Cheque Bounce Case (NI Act 138),25,3.8
INDADV08976,Krish Baria,IN3753/2068,Jaipur,Delhi,District Court,District Court Kurnool,Tax Law,28,65,22,43,IPC Section 420 - Cheating,24,4.7
INDADV08977,Shaan Balakrishnan,IN5061/2026,Kolhapur,Karnataka,District Court,District Court Ghaziabad,Corporate Law,15,54,16,38,IPC Section 302 - Murder,29,3.4
INDADV08978,Khushi Brar,IN4571/2085,Erode,Tamil Nadu,District Court,District Court Udupi,Corporate Law,6,1305,730,575,Writ Petition (Article 226),10,3.2
INDADV08979,Dharmajan Kata,IN0621/2074,Thiruvananthapuram,Delhi,District Court,District Court Solapur,Constitutional Law,19,489,143,346,Cheque Bounce Case (NI Act 138),19,4.7
INDADV08980,Arhaan Bhalla,IN5952/2087,Bellary,Telangana,District Court,District Court Udupi,Family Law,6,418,338,80,Dowry Prohibition Case,47,3.9
INDADV08981,Charvi Jani,IN0645/2079,Gudivada,Maharashtra,District Court,District Court Avadi,Family Law,12,559,213,346,Divorce Petition,48,4.1
INDADV08982,Jayan Rama,IN6237/2005,Adoni,Delhi,High Court,Delhi High Court,Family Law,16,1409,839,570,Writ Petition (Article 226),42,4.9
INDADV08983,Kavya Shankar,IN4818/2027,Jaipur,Haryana,High Court,Punjab and Haryana High Court,Cyber Law,14,1411,364,1047,GST Tax Dispute,10,4.0
INDADV08984,Nehmat Shenoy,IN7205/2017,Chittoor,Bihar,District Court,District Court Bareilly,Corporate Law,5,1426,1117,309,GST Tax Dispute,20,3.1
INDADV08985,Tushar Char,IN7606/2069,Kozhikode,West Bengal,High Court,Calcutta High Court,Cyber Law,34,553,374,179,GST Tax Dispute,36,3.2
INDADV08986,Arnav Golla,IN8372/2074,Kanpur,Punjab,District Court,District Court Asansol,Civil Law,10,546,6,540,IPC Section 420 - Cheating,45,4.0
INDADV08987,Rasha Bhagat,IN9835/2099,Indore,Delhi,District Court,District Court Karawal Nagar,Corporate Law,27,1411,581,830,Dowry Prohibition Case,34,4.8
INDADV08988,Saksham Mangat,IN6907/2065,Dharmavaram,Tamil Nadu,Supreme Court of India,Supreme Court of India,Cyber Law,15,921,513,408,Cyber Fraud Case,20,3.5
INDADV08989,Shalv Goyal,IN8769/2096,Varanasi,Telangana,District Court,District Court Sikar,Intellectual Property Law,9,1183,106,1077,Writ Petition (Article 226),34,4.5
INDADV08990,Zara Sharaf,IN0422/2084,Raichur,Madhya Pradesh,Supreme Court of India,Supreme Court of India,Corporate Law,29,1322,1228,94,IPC Section 302 - Murder,43,4.1
INDADV08991,Vivaan Chad,IN3351/2070,Hyderabad,Gujarat,District Court,District Court Sikar,Criminal Law,10,962,166,796,Land Acquisition Dispute,40,4.5
INDADV08992,Onkar Chakrabarti,IN3796/2084,Lucknow,Bihar,High Court,Patna High Court,Cyber Law,9,888,256,632,Writ Petition (Article 226),9,4.5
INDADV08993,Farhan Yohannan,IN7656/2057,Saharsa,Maharashtra,District Court,District Court Thanjavur,Labour Law,22,263,58,205,Public Interest Litigation,25,4.9
INDADV08994,Taimur Mand,IN2072/2041,Muzaffarnagar,Maharashtra,District Court,District Court Rajahmundry,Criminal Law,7,924,802,122,IPC Section 302 - Murder,39,3.8
INDADV08995,Divyansh Soni,IN0085/2027,Mahbubnagar,Bihar,Supreme Court of India,Supreme Court of India,Environmental Law,1,900,775,125,IPC Section 302 - Murder,45,3.2
INDADV08996,Mehul Barman,IN5338/2028,Parbhani,Kerala,District Court,District Court Varanasi,Family Law,6,989,279,710,Cheque Bounce Case (NI Act 138),26,3.7
INDADV08997,Piya Anne,IN1153/2047,Muzaffarpur,Gujarat,High Court,Gujarat High Court,Tax Law,10,218,51,167,Public Interest Litigation,30,4.5
INDADV08998,Arnav Trivedi,IN6306/2002,Hyderabad,Tamil Nadu,Supreme Court of India,Supreme Court of India,Family Law,20,252,48,204,Land Acquisition Dispute,32,3.4
INDADV08999,Ishita Viswanathan,IN3123/2026,Vellore,Karnataka,District Court,District Court Warangal,Constitutional Law,17,873,765,108,Consumer Protection Case,20,3.7
INDADV09000,Samiha Datta,IN8662/2076,Noida,Uttar Pradesh,High Court,Allahabad High Court,Constitutional Law,16,1162,106,1056,Dowry Prohibition Case,17,4.1
INDADV09001,Shlok Kibe,IN7553/2051,Akola,Uttar Pradesh,District Court,District Court Nizamabad,Corporate Law,18,1408,579,829,Public Interest Litigation,18,4.1
INDADV09002,Devansh Bora,IN5281/2017,Chittoor,Maharashtra,District Court,District Court Kumbakonam,Labour Law,20,1039,272,767,Land Acquisition Dispute,46,3.6
INDADV09003,Rania Suresh,IN5731/2064,Bettiah,Tamil Nadu,District Court,District Court Karawal Nagar,Constitutional Law,32,1416,834,582,Writ Petition (Article 226),28,4.5
INDADV09004,Trisha Raj,IN9357/2057,Danapur,Tamil Nadu,High Court,Madras High Court,Intellectual Property Law,34,1103,538,565,Public Interest Litigation,25,3.9
INDADV09005,Lavanya Kapoor,IN4267/2054,Thane,Madhya Pradesh,High Court,Madhya Pradesh High Court,Criminal Law,13,110,28,82,Land Acquisition Dispute,38,4.4
INDADV09006,Gokul Sama,IN7836/2047,Malda,Bihar,District Court,District Court Vijayawada,Cyber Law,11,67,62,5,Cyber Fraud Case,48,4.6
INDADV09007,Ahana  Samra,IN0227/2041,Cuttack,West Bengal,District Court,District Court Karawal Nagar,Tax Law,2,677,37,640,Cheque Bounce Case (NI Act 138),21,4.9
INDADV09008,Vaibhav Soman,IN6846/2074,Pali,Bihar,High Court,Patna High Court,Corporate Law,10,388,108,280,Divorce Petition,20,4.9
INDADV09009,Tanya Sur,IN1501/2007,Amritsar,Kerala,District Court,District Court Panchkula,Intellectual Property Law,39,244,98,146,Cheque Bounce Case (NI Act 138),18,4.4
INDADV09010,Eva Chad,IN0546/2080,Parbhani,Haryana,High Court,Punjab and Haryana High Court,Civil Law,37,1229,1222,7,GST Tax Dispute,37,3.5
INDADV09011,Aarna Sani,IN7702/2040,Tadepalligudem,Karnataka,Supreme Court of India,Supreme Court of India,Corporate Law,14,793,70,723,Divorce Petition,15,4.3
INDADV09012,Diya Gera,IN4891/2020,Jalna,Haryana,High Court,Punjab and Haryana High Court,Family Law,10,1310,352,958,Property Partition Suit,39,3.0
INDADV09013,Mamooty Hegde,IN0973/2078,Rourkela,Gujarat,High Court,Gujarat High Court,Labour Law,40,709,452,257,Writ Petition (Article 226),35,3.7
INDADV09014,Ela Gaba,IN8495/2040,Katihar,Tamil Nadu,High Court,Madras High Court,Family Law,3,1064,103,961,Writ Petition (Article 226),46,3.5
INDADV09015,Farhan Walia,IN5627/2057,Bahraich,Madhya Pradesh,District Court,District Court Davanagere,Cyber Law,39,450,127,323,Cheque Bounce Case (NI Act 138),33,3.7
INDADV09016,Zoya Barad,IN5865/2010,Jhansi,Punjab,High Court,Punjab and Haryana High Court,Environmental Law,28,390,214,176,Land Acquisition Dispute,14,4.7
INDADV09017,Onkar Kuruvilla,IN3254/2078,Solapur,Telangana,District Court,District Court Salem,Intellectual Property Law,34,939,724,215,Property Partition Suit,14,3.6
INDADV09018,Ahana  Ramachandran,IN4600/2096,Agra,West Bengal,High Court,Calcutta High Court,Corporate Law,37,101,79,22,Divorce Petition,22,3.5
INDADV09019,Faiyaz Behl,IN2571/2066,Indore,Maharashtra,High Court,Bombay High Court,Cyber Law,10,1474,1426,48,GST Tax Dispute,28,3.2
INDADV09020,Zara Mander,IN7253/2047,Davanagere,Telangana,High Court,Telangana High Court,Criminal Law,1,1086,1037,49,Cyber Fraud Case,30,4.6
INDADV09021,Lavanya Sahni,IN8542/2018,Phusro,Kerala,District Court,District Court Kolkata,Tax Law,25,1301,375,926,Property Partition Suit,17,3.6
INDADV09022,Keya Agrawal,IN8765/2081,Panchkula,Karnataka,District Court,District Court Serampore,Intellectual Property Law,9,126,85,41,Dowry Prohibition Case,9,4.0
INDADV09023,Mishti Chatterjee,IN9696/2008,Bhind,Bihar,District Court,District Court Gudivada,Tax Law,30,761,251,510,Divorce Petition,6,5.0
INDADV09024,Badal Grover,IN9630/2091,Kulti,Bihar,District Court,District Court Sultan Pur Majra,Labour Law,7,1210,1136,74,Dowry Prohibition Case,14,3.5
INDADV09025,Bhamini Shetty,IN6788/2015,Eluru,Karnataka,District Court,District Court Munger,Family Law,25,599,405,194,Public Interest Litigation,17,3.1
INDADV09026,Madhav Borde,IN5327/2071,Tirunelveli,Bihar,District Court,District Court Bardhaman,Family Law,16,1148,1049,99,Consumer Protection Case,29,4.3
INDADV09027,Tiya Dora,IN3205/2056,Singrauli,Madhya Pradesh,District Court,District Court Yamunanagar,Intellectual Property Law,12,813,55,758,Land Acquisition Dispute,36,3.9
INDADV09028,Neelofar Shroff,IN3197/2095,Alappuzha,Madhya Pradesh,District Court,District Court Siwan,Criminal Law,39,593,155,438,IPC Section 420 - Cheating,15,4.7
INDADV09029,Dhruv Viswanathan,IN2511/2099,Dhanbad,West Bengal,Supreme Court of India,Supreme Court of India,Constitutional Law,7,495,480,15,Public Interest Litigation,44,4.3
INDADV09030,Sana Shah,IN8099/2030,Bareilly,Karnataka,District Court,District Court Giridih,Constitutional Law,12,332,72,260,Cheque Bounce Case (NI Act 138),42,3.6
INDADV09031,Kashvi Kade,IN0152/2040,Sri Ganganagar,Gujarat,High Court,Gujarat High Court,Corporate Law,15,422,404,18,Land Acquisition Dispute,14,3.8
INDADV09032,Dishani Sampath,IN0326/2072,Thrissur,Kerala,District Court,District Court Jehanabad,Intellectual Property Law,21,916,568,348,Public Interest Litigation,27,4.2
INDADV09033,Gokul D’Alia,IN4267/2062,Mysore,Karnataka,District Court,District Court Erode,Cyber Law,12,567,515,52,IPC Section 420 - Cheating,14,4.4
INDADV09034,Pari Garde,IN4178/2008,Jamalpur,Bihar,High Court,Patna High Court,Tax Law,30,172,92,80,IPC Section 420 - Cheating,18,3.6
INDADV09035,Ivana Sidhu,IN3995/2081,Mau,Punjab,High Court,Punjab and Haryana High Court,Corporate Law,13,287,58,229,Dowry Prohibition Case,46,3.8
INDADV09036,Yasmin Manda,IN3493/2073,Jammu,Rajasthan,District Court,District Court Bathinda,Family Law,17,1185,810,375,Consumer Protection Case,14,4.9
INDADV09037,Romil Sarin,IN7025/2029,Gopalpur,Gujarat,District Court,District Court Guna,Corporate Law,21,1461,1130,331,Divorce Petition,18,3.9
INDADV09038,Anahita Choudhry,IN8159/2021,Purnia,Rajasthan,District Court,District Court Rewa,Corporate Law,26,842,70,772,IPC Section 302 - Murder,24,4.7
INDADV09039,Taran Dhillon,IN9524/2052,Nashik,West Bengal,Supreme Court of India,Supreme Court of India,Environmental Law,30,829,820,9,GST Tax Dispute,29,3.1
INDADV09040,Mishti Tripathi,IN4711/2045,Pallavaram,Haryana,District Court,District Court Bellary,Criminal Law,30,57,1,56,IPC Section 302 - Murder,17,3.9
INDADV09041,Vidur Bassi,IN9417/2073,Ramagundam,Rajasthan,District Court,District Court Eluru,Tax Law,8,1332,277,1055,Consumer Protection Case,16,4.5
INDADV09042,Hrishita D’Alia,IN5933/2069,Meerut,Kerala,District Court,District Court Munger,Constitutional Law,2,1240,443,797,Cheque Bounce Case (NI Act 138),21,3.9
INDADV09043,Samiha Vasa,IN5489/2032,Hospet,Bihar,District Court,District Court Kulti,Constitutional Law,24,882,252,630,Writ Petition (Article 226),45,3.2
INDADV09044,Shalv Saraf,IN5545/2017,Shahjahanpur,Karnataka,High Court,Karnataka High Court,Civil Law,8,107,30,77,Divorce Petition,40,4.5
INDADV09045,Damini Srinivasan,IN4413/2031,Muzaffarnagar,Haryana,District Court,District Court Nadiad,Constitutional Law,21,711,383,328,Consumer Protection Case,8,4.8
INDADV09046,Pranay Sundaram,IN4915/2016,Eluru,Karnataka,District Court,District Court Delhi,Environmental Law,17,1167,462,705,Property Partition Suit,11,4.2
INDADV09047,Bhamini Wable,IN4993/2053,Phagwara,Bihar,District Court,District Court Noida,Cyber Law,28,271,238,33,Property Partition Suit,27,3.3
INDADV09048,Taimur Bansal,IN7933/2036,Anand,Punjab,District Court,District Court Rohtak,Civil Law,13,60,41,19,Consumer Protection Case,39,3.5
INDADV09049,Jivika Som,IN6886/2027,Nagercoil,Telangana,District Court,District Court Tadepalligudem,Constitutional Law,12,693,435,258,GST Tax Dispute,27,4.9
INDADV09050,Parinaaz Iyengar,IN9186/2089,Ahmednagar,Delhi,District Court,District Court Shivpuri,Civil Law,4,189,59,130,Property Partition Suit,9,4.5
INDADV09051,Nirvi Dani,IN5701/2067,Bathinda,Madhya Pradesh,Supreme Court of India,Supreme Court of India,Corporate Law,9,1459,251,1208,IPC Section 420 - Cheating,32,3.4
INDADV09052,Emir Karnik,IN0860/2005,Dehradun,Kerala,District Court,District Court Berhampur,Corporate Law,10,1257,393,864,Cyber Fraud Case,37,3.7
INDADV09053,Gatik Bath,IN5856/2032,Ludhiana,Gujarat,High Court,Gujarat High Court,Civil Law,37,30,3,27,Dowry Prohibition Case,31,4.1
INDADV09054,Jayesh Char,IN2153/2005,Jhansi,Bihar,District Court,District Court Srikakulam,Criminal Law,17,117,24,93,Cheque Bounce Case (NI Act 138),40,4.0
INDADV09055,Khushi Gara,IN4057/2003,Bhagalpur,Uttar Pradesh,District Court,District Court Bhind,Corporate Law,13,1448,330,1118,GST Tax Dispute,16,4.3
INDADV09056,Yuvraj  Shankar,IN3099/2064,Phagwara,Maharashtra,District Court,District Court Thane,Constitutional Law,1,43,34,9,Writ Petition (Article 226),48,3.0
INDADV09057,Aarush Bhatti,IN9364/2094,Hyderabad,Punjab,District Court,District Court Gandhinagar,Constitutional Law,32,306,107,199,GST Tax Dispute,8,3.2
INDADV09058,Mahika Mangal,IN6057/2026,Ozhukarai,Karnataka,District Court,District Court Bhubaneswar,Environmental Law,23,1122,511,611,Writ Petition (Article 226),42,4.4
INDADV09059,Pranay Ganesan,IN9282/2010,Madanapalle,Uttar Pradesh,High Court,Allahabad High Court,Labour Law,27,228,203,25,Writ Petition (Article 226),32,4.3
INDADV09060,Samiha Subramaniam,IN6045/2074,Pali,Madhya Pradesh,District Court,District Court Vijayawada,Labour Law,28,117,99,18,GST Tax Dispute,40,4.3
INDADV09061,Manjari Verma,IN5115/2004,Tenali,Madhya Pradesh,Supreme Court of India,Supreme Court of India,Criminal Law,21,1018,500,518,Cheque Bounce Case (NI Act 138),27,3.4
INDADV09062,Raghav Verma,IN2035/2020,Aurangabad,Rajasthan,District Court,District Court Berhampur,Intellectual Property Law,3,689,624,65,GST Tax Dispute,31,4.1
INDADV09063,Divit Kannan,IN6876/2001,Kottayam,Punjab,High Court,Punjab and Haryana High Court,Environmental Law,2,1359,484,875,IPC Section 302 - Murder,23,3.9
INDADV09064,Nirvaan Bal,IN8647/2050,Jammu,Telangana,District Court,District Court Dindigul,Corporate Law,4,1475,1014,461,IPC Section 420 - Cheating,23,3.3
INDADV09065,Aniruddh Char,IN5212/2044,Sonipat,Kerala,District Court,District Court Vijayawada,Intellectual Property Law,37,681,94,587,IPC Section 420 - Cheating,29,4.9
INDADV09066,Nishith Keer,IN3093/2022,Thrissur,Maharashtra,Supreme Court of India,Supreme Court of India,Civil Law,17,1185,404,781,IPC Section 420 - Cheating,25,3.5
INDADV09067,Shray Ahuja,IN2475/2051,Ghaziabad,Delhi,District Court,District Court Gopalpur,Tax Law,37,536,379,157,Consumer Protection Case,31,4.1
INDADV09068,Zara Shroff,IN8562/2003,Rajahmundry,West Bengal,District Court,District Court Bihar Sharif,Civil Law,24,846,248,598,Property Partition Suit,12,3.9
INDADV09069,Madhup Vaidya,IN3643/2024,Faridabad,Kerala,District Court,District Court Bokaro,Constitutional Law,30,275,185,90,GST Tax Dispute,14,4.4
INDADV09070,Nitara Raju,IN9690/2020,Danapur,Gujarat,District Court,District Court Raebareli,Intellectual Property Law,29,977,39,938,Property Partition Suit,39,4.0
INDADV09071,Jiya Gera,IN8604/2064,Yamunanagar,Kerala,High Court,Kerala High Court,Tax Law,23,774,25,749,IPC Section 420 - Cheating,14,3.7
INDADV09072,Arhaan Sankaran,IN4889/2022,Kavali,Karnataka,District Court,District Court Karaikudi,Environmental Law,19,1390,383,1007,IPC Section 420 - Cheating,7,3.2
INDADV09073,Purab Handa,IN3186/2034,Kakinada,West Bengal,High Court,Calcutta High Court,Family Law,38,951,340,611,IPC Section 420 - Cheating,11,3.8
INDADV09074,Suhana Bhasin,IN0344/2079,Moradabad,Telangana,High Court,Telangana High Court,Tax Law,10,486,384,102,Public Interest Litigation,30,4.1
INDADV09075,Rania Sharma,IN1136/2056,Belgaum,Gujarat,High Court,Gujarat High Court,Labour Law,18,1089,744,345,Consumer Protection Case,18,4.5
INDADV09076,Tarini Ramakrishnan,IN9637/2073,Madanapalle,Punjab,District Court,District Court Nizamabad,Constitutional Law,2,125,111,14,Cyber Fraud Case,10,3.2
INDADV09077,Hunar Chauhan,IN1701/2014,Amritsar,Kerala,District Court,District Court Patna,Civil Law,14,598,591,7,Writ Petition (Article 226),17,3.5
